<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Advisorshares Restaurant ETF,EATZ,20260109,27.77,27.77,27.35,27.5531,4300
Harbor Alphaedge Small Cap Earners ETF,EBIT,20260109,35.25,35.25,35.22,35.22,2100
BBG Emerging Markets Local Bond SPDR ETF,EBND,20260109,21.41,21.43,21.4,21.42,396000
Innovator Emerging Markets 10 Buffer ETF Quarter,EBUF,20260109,29.009,29.02,28.9848,28.9848,3600
Ellsworth Convertible Growth and Income,ECF,20260109,12,12.16,11.9601,12.06,53400
Ellsworth Fund Ltd,ECF-A,20260109,21.48,21.66,21.48,21.52,2300
,ECFpA,20260109,21.48,21.66,21.48,21.52,2079
Chile Ishares MSCI ETF,ECH,20260109,42.87,42.93,42.53,42.85,314500
Euclidean Fundamental Value ETF,ECML,20260109,35.2392,35.2392,35.2392,35.2392,100
China Smallcap Ishares MSCI ETF,ECNS,20260109,34.39,34.39,34.1816,34.37,20500
Emrg Mkts Consumer Egshares,ECON,20260109,28.34,28.4099,28.25,28.38,9000
Emerging Markets Bull 3X ETF Direxion,EDC,20260109,60.94,61.7699,60.43,61.74,81000
Denmark Ishares MSCI ETF,EDEN,20260109,119.64,120.39,119.64,120.07,2500
Mrbl Enhanced Equity ETF,EDGE,20260109,46.0202,46.0202,46.0202,46.0202,100
The Advisors Inner Circle Fund II 3Edge Dynamic,EDGF,20260109,24.65,24.67,24.64,24.67,32000
The Advisors Inner Circle Fund II 3Edge Dynamic,EDGH,20260109,31.2427,31.39,31.2427,31.304,11900
3Edge Dynamic International Equity ETF,EDGI,20260109,29.18,29.251,29.18,29.247,12000
3Edge Dynamic US Equity ETF,EDGU,20260109,28.96,29.09,28.96,29.07,3300
S&P Emrg Mkts Dividend SPDR,EDIV,20260109,39.51,39.7399,39.47,39.65,132300
Alps Emerging Sector Dividend,EDOG,20260109,24.6717,24.6717,24.6717,24.6717,200
Dow 30 Equal Weight ETF FT,EDOW,20260109,42.23,42.4,42.1,42.39,9100
Extended Dur Trs Idx ETF Vanguard,EDV,20260109,65.09,65.97,64.9,65.88,2369600
Emerging Markets Bear -3X ETF Direxion,EDZ,20260109,31.79,31.79,31.2,31.2,78200
S&P Emerging Markets Low Vol Invesco ETF,EELV,20260109,27.88,27.88,27.68,27.76,31400
Emrg Mkts Ishares MSCI ETF,EEM,20260109,56.88,57.16,56.71,57.14,31540700
S&P Emerging Markets Momentum Invesco ETF,EEMO,20260109,18.14,18.165,18.13,18.165,1500
Emrg Mkts Smallcap Ishares MSCI ETF,EEMS,20260109,68.68,68.89,68.47,68.88,17600
Emrg Mkts Min Vol Ishares Edge MSCI ETF,EEMV,20260109,65.38,65.56,65.2,65.54,433600
EM Fossil Fuel Reserves MSCI ETF SPDR,EEMX,20260109,44.35,44.8,44.13,44.5192,16800
Wisdomtree U.S. Smallcap Fund,EES,20260109,59.45,59.5599,58.96,59.23,9200
Ultra MSCI Emerging Markets 2X ETF,EET,20260109,86.8,87.525,86.8,87.5151,7400
Proshares Ether Strategy ETF,EETH,20260109,38.65,39.1999,38.26,38.29,145100
Ultrashort MSCI Emerging Markets -2X ETF,EEV,20260109,17.28,17.28,17.23,17.23,2900
EAFE Ishares MSCI ETF,EFA,20260109,98.42,98.885,98.33,98.81,16001700
Invesco MSCI EAFE Income Advantage ETF,EFAA,20260109,54.91,55.1,54.81,54.86,57900
Proshares MSCI EAFE Dividend Growers ETF,EFAD,20260109,42.32,42.485,42.32,42.4521,3700
EAFE Min Vol Ishares Edge MSCI ETF,EFAV,20260109,87.03,87.385,87.03,87.36,302200
EAFE Fossil Fuel Reserves Free MSCI ETF SPDR,EFAX,20260109,51.75,51.9521,51.75,51.935,9100
Osmosis Emerging Markets Resource Efficient ETF,EFFE,20260109,23.664,23.664,23.664,23.664,100
Osmosis International Resource Efficient ETF,EFFI,20260109,24.5432,24.5432,24.5432,24.5432,100
EAFE Growth Ishares MSCI ETF,EFG,20260109,118.46,119.2,118.37,119.09,917000
SPDR S&P 500 ESG ETF,EFIV,20260109,67,67.37,67,67.2781,47100
Finland Ishares MSCI ETF,EFNL,20260109,48.28,48.405,48.0908,48.3609,9000
Ultra MSCI EAFE 2X ETF,EFO,20260109,67.35,67.565,66.755,67.4402,6600
Ultrashort MSCI EAFE -2X ETF,EFU,20260109,8.545,8.545,8.545,8.545,100
EAFE Value Ishares MSCI ETF,EFV,20260109,72.39,72.565,72.26,72.48,2220500
Short MSCI EAFE -1X ETF,EFZ,20260109,12.39,12.39,12.2851,12.2851,1600
Enigmatig Limited Cl A,EGG,20260109,5.01,5.57,5.01,5.35,7200
Nestyield Total Return Guard ETF,EGGS,20260109,38.43,38.6363,38.15,38.51,3700
Nestyield Dynamic Income Shield ETF,EGGY,20260109,35.36,35.81,35.31,35.76,33400
GX S&P 500 U.S. Revenue Leaders ETF,EGLE,20260109,29.6433,29.6433,29.6433,29.6433,100
Ishares ESG Aware MSCI USA Growth ETF,EGUS,20260109,53.15,53.26,53.1218,53.1663,3200
Amplify Ethereum Max Income Covered Call ETF,EHY,20260109,16.79,16.9099,16.55,16.55,2300
Indonesia Ishares MSCI ETF,EIDO,20260109,19,19.1,19,19.01,424300
Eaton Vance Muni Bond Fund,EIM,20260109,9.88,9.92,9.86,9.91,109900
Vaneck Energy Income ETF,EINC,20260109,95.81,95.87,94.8301,94.9936,2100
FT Energy Income Partners Enhanced ETF,EIPI,20260109,19.77,19.99,19.77,19.84,70900
FT Energy Income Partners ST,EIPX,20260109,26.73,26.82,26.7,26.72,26500
Ireland Ishares MSCI ETF,EIRL,20260109,74.21,74.21,73.57,73.875,1800
Israel Ishares MSCI ETF,EIS,20260109,117.57,118.05,117.11,117.98,109300
Innovator Emerging Markets Power Buffer ETF Jan,EJAN,20260109,34.34,34.43,34.3,34.3522,23700
Innovator Emerging Markets Power Buffer ETF Jul,EJUL,20260109,30.0038,30.1,29.99,30.0281,8800
Envela Corp,ELA,20260109,13.29,13.29,12.51,12.52,101000
Strategy Shares Eventide High Dividend ETF,ELCV,20260109,27.3099,27.4,27.3046,27.3449,15900
Wisdomtree Emerging Markets Local Debt Fund,ELD,20260109,29.29,29.31,29.25,29.27,12200
Ellomay Capital Ltd,ELLO,20260109,27.357,27.357,27.14,27.14,900
Elm Market Navigator ETF,ELM,20260109,27.69,27.79,27.6499,27.76,22800
Electromed Inc,ELMD,20260109,29,29.51,28.64,28.8,40000
GX Emerging Markets Bond ETF,EMBD,20260109,24.05,24.05,23.911,24,29700
Vaneck Emerging Markets Bond ETF,EMBX,20260109,50.86,50.94,50.8238,50.92,34900
GX Emerging Markets Great Consumer ETF,EMC,20260109,31.91,31.99,31.791,31.99,8100
Xt E.M. Carbon Reduction Climate Improvers ETF,EMCR,20260109,38.46,38.53,38.46,38.5129,1100
Xt MSCI Emerging Markets Climate Selection ETF,EMCS,20260109,37.08,37.2866,37.08,37.2866,2100
FT Bloomberg Emerging Democracies ETF,EMDM,20260109,32.94,33.01,32.9,32.985,1200
MSCI Emerging Markets Dividend Growers ETF,EMDV,20260109,47,47,47,47,200
Harbor Emerging Markets Select ETF,EMES,20260109,23.5604,23.5604,23.5604,23.5604,0
Emrg Mkts Edge Multifactor Ishares MSCI ETF,EMGF,20260109,60.1,60.4481,60.03,60.3862,70300
BBG Emerging Markets USD Bond SPDR ETF,EMHC,20260109,25.4,25.45,25.39,25.43,106900
JPM EM High Yield Bond ETF,EMHY,20260109,40.37,40.43,40.365,40.43,160100
Lazard Emerging Markets Opportunities ETF,EMKT.OB,20260109,26.1,26.1,25.88,26.04,10300
Vaneck JPM EM Local Currency Bond Et,EMLC,20260109,25.87,25.89,25.84,25.86,1522000
North American Energy Infr Fund FT,EMLP,20260109,37.98,38.22,37.89,37.95,227500
GX Emerging Markets Ex-China ETF,EMM,20260109,34.99,35.32,34.88,35.2274,140400
Wisdomtree Emerging Markets Multifactor Fund,EMMF,20260109,32.57,32.92,32.57,32.82,12900
Pimco Enhanced Short Maturity Active ESG ETF,EMNT,20260109,98.7,98.7078,98.6868,98.695,4400
Ab Emerging Markets Opportunities ETF,EMOP,20260109,42.83,42.8689,42.83,42.8689,1100
FT S&P 500 Economic Moat ETF,EMOT,20260109,24.2412,24.5019,24.2412,24.5019,5100
Efficient Market Portfolio Plus ETF,EMPB,20260109,28.16,28.32,28.16,28.2376,4400
Emrg Mkts Internet and E-Commerce ETF,EMQQ,20260109,41.27,41.3378,41,41.19,28100
Matthews Emerging Markets Sustainab,EMSF,20260109,30.19,30.2023,30.17,30.2023,1200
SPDR Doubleline EM Fixed Income ETF,EMTL,20260109,43.405,43.44,43.405,43.42,20100
Decline of The Retail Store -1X ETF,EMTY,20260109,11.57,11.6749,11.54,11.555,3400
Alerian Energy Infrastructure ETF,ENFR,20260109,31.13,31.32,30.97,31.05,73900
Norway Ishares MSCI ETF,ENOR,20260109,28.99,29.195,28.98,29.18,9900
Tradr 2X Long Enph Daily ETF,ENPX,20260109,19,19.005,17.82,17.97,7300
Innovator Emerging Markets Power Buffer ETF Oct,EOCT,20260109,32.205,32.34,32.205,32.31,14400
Eon Resources Inc WT [Eonr/W],EON.W,20260109,0.04,0.04,0.0201,0.04,50200
Eon Resources Inc,EONR,20260109,0.408,0.408,0.381,0.3811,515700
,EONR.WS,20260109,0.04,0.04,0.0201,0.04,47604
Empire Petroleum Corp,EP,20260109,3.12,3.1317,2.82,2.9,52100
,EPAI,20260109,21.2314,21.2404,21.2314,21.2404,200
Harbor Emerging Markets Equity ETF,EPEM,20260109,24.5576,24.5576,24.5576,24.5576,0
Philippines Ishares MSCI ETF,EPHE,20260109,26.08,26.19,26.075,26.13,270500
Wisdomtree India Earnings Fund,EPI,20260109,45.64,45.65,45.325,45.5,577700
Harbor International Equity ETF,EPIN,20260109,23.9531,23.9531,23.9531,23.9531,100
Evolution Petroleum Corp,EPM,20260109,3.39,3.41,3.35,3.36,354700
Harbor Mid Cap Core ETF,EPMB,20260109,23.945,23.945,23.945,23.945,100
Harbor Mid Cap Value ETF,EPMV,20260109,23.8271,23.8271,23.8271,23.8271,0
Poland Ishares MSCI ETF,EPOL,20260109,35.99,36.2,35.78,36.2,367200
Pacific Ex Japan Ishares MSCI ETF,EPP,20260109,51.07,51.27,50.95,51.16,190400
Innovator S&P Investment Grade Preferred ETF,EPRF,20260109,17.915,17.915,17.82,17.91,12200
Wisdomtree U.S. Largecap Fund,EPS,20260109,71.89,72.28,71.72,72.17,57900
Harbor Smid Cap Core ETF,EPSB,20260109,24.0237,24.0237,24.0237,24.0237,0
Harbor Smid Cap Value ETF,EPSV,20260109,25.0427,25.0427,25.0427,25.0427,100
Peru All Ishares MSCI ETF,EPU,20260109,76.81,78.45,76.81,78.19,101600
Ultrashort FTSE Europe -2X ETF,EPV,20260109,20.97,21.05,20.79,20.79,16000
Russell 1000 EW Invesco ETF,EQAL,20260109,54.2,54.43,54.04,54.3669,18800
Columbia Sustainable U.S. Equity ETF,EQIN,20260109,48.99,49.21,48.9322,49.1118,27700
Alps Equal Sector Weight ETF,EQL,20260109,47.23,47.545,47.23,47.475,39900
Ishares MSCI Emerging Markets Quality Factor ETF,EQLT,20260109,31.595,31.7143,31.595,31.7143,700
Kovitz Core Equity ETF,EQTY,20260109,27.6799,27.89,27.6799,27.8877,29800
Russell Top 200 EW Invesco ETF,EQWL,20260109,120.38,120.8599,120.2046,120.61,90100
Equinox Gold Corp,EQX,20260109,14.72,14.81,13.93,14.16,11085500
Wells Fargo Advantage Multi-Sector,ERC,20260109,9.36,9.3917,9.34,9.37,93400
Wells Fargo Advantage Utilities and High,ERH,20260109,11.71,11.83,11.71,11.795,12700
Invesco MSCI Sustainable Future ETF,ERTH,20260109,47.45,47.5752,47.43,47.5752,4700
Energy Bull 2X ETF Direxion,ERX,20260109,60.83,61.1799,60.18,60.54,262500
Energy Bear -2X ETF Direxion,ERY,20260109,18.08,18.28,18.01,18.17,361300
Empire State Realty Op LP,ESBA,20260109,6.045,6.43,6.045,6.3,33100
FT Enhanced Stocks Bonds & Gold ETF,ESBG,20260109,22.021,22.0721,22.01,22.0721,2100
Flexshares US ESG Impact Index,ESG,20260109,159.965,160.716,159.965,160.716,600
Flexshares Global ESG Impact Index,ESGG,20260109,208.51,208.6545,208.4417,208.4417,1100
ESG U.S. Stock Vanguard ETF,ESGV,20260109,122.58,123.31,122.185,123.12,146200
E-SIM LTD,ESIM.OB,20260109,26.04,26.08,26.03,26.0453,2300
SPDR S&P Smallcap 600 ESG ETF,ESIX,20260109,32.82,32.8714,32.82,32.8714,400
Rex-Osprey Eth + Staking ETF,ESK,20260109,18.57,18.79,18.57,18.6283,2800
Eventide Large Cap Growth ETF,ESLG,20260109,25.26,25.43,25.26,25.4058,10400
Eventide Large Cap Value ETF,ESLV,20260109,26.1296,26.13,26.0856,26.0856,300
USA Smallcap ESG Optimized Ishares MSCI ETF,ESML,20260109,48.24,48.59,48.1,48.48,106900
Espey Mfg. & Electronics,ESP,20260109,45.44,47.75,45.44,47.32,22800
Eventide Small Cap ETF,ESSC,20260109,27.09,27.09,27.04,27.0602,1000
Eventide US Market ETF,ESUM,20260109,27.58,27.7199,27.4957,27.68,16800
Grayscale Ethereum Covered Call ETF,ETCO,20260109,19.33,19.4,19.1,19.17,8600
Fundsmith Equity ETF,ETFT,20260109,10.25,10.26,10.2183,10.2183,12300
Grayscale Ethereum Mini Trust ETF,ETH,20260109,29.2,29.695,28.845,29,6327400
Proshares Ultrashort Ether ETF,ETHD,20260109,45.12,46.2158,43.735,45.87,534600
Grayscale Ethereum Trust ETF,ETHE,20260109,25.27,25.7,24.97,25.1,5806400
Amplify Etho Climate Leadership U.S. ETF,ETHO,20260109,67.54,68.09,67.54,68.09,1900
Proshares Ultra Ether ETF,ETHT,20260109,40.22,41.5,39.19,39.59,1556200
Volatility Shares 2X Ether ETF,ETHU,20260109,58.73,60.715,57.21,57.855,3340600
Vaneck Ethereum ETF,ETHV,20260109,45.24,45.94,44.72,44.89,208400
Bitwise Ethereum ETF,ETHW,20260109,22.16,22.495,21.87,21.98,688700
T-Rex 2X Inverse Ether Daily Target ETF,ETQ,20260109,39.39,40,38.2,39.75,20900
Amplify Ethereum 3% Monthly Option Income ETF,ETTY,20260109,16.79,16.98,16.6501,16.7099,3200
T-Rex 2X Long Ether Daily Target ETF,ETU,20260109,15.55,16.0448,15.21,15.33,52400
Stoxx Europe Aerospace & Defense ETF,EUAD,20260109,47.28,47.81,47.16,47.78,800200
Wisdomtree Europe Quality Dividend Growth Fund,EUDG,20260109,38.38,38.535,38.27,38.49,11700
MSCI Europe Dividend Growers ETF,EUDV,20260109,53.4,53.5553,53.4,53.5553,200
Ishares Euro High Yield Corp Bond USD Hgd ETF,EUHY,20260109,53.6199,53.7,53.5977,53.68,7700
Euro Invt Grade Corp Bond USD Hedged ETF,EUIG,20260109,50.06,50.06,50.03,50.03,900
Short MSCI Emerging Markets -1X ETF,EUM,20260109,19.35,19.36,19.21,19.21,179200
Ultrashort Euro -2X ETF,EUO,20260109,28.97,29.005,28.9011,28.93,10700
FTSE Europe Bull 3X ETF Direxion,EURL,20260109,44.04,44.87,43.83,44.56,28800
USA Equal Weighted Ishares MSCI ETF,EUSA,20260109,106.53,106.88,106.25,106.58,164500
Ishares ESG Advanced Total USD Bond Market ETF,EUSB,20260109,43.89,44.0055,43.89,44,39400
Eaton Vance High Yield ETF,EVHY,20260109,53.12,53.14,53.12,53.1362,1000
Evi Industries Inc,EVI,20260109,25.7,26.75,25.32,26.08,18700
Eaton Vance Intermediate Municipal Income ETF,EVIM,20260109,53.35,53.4291,53.2901,53.413,20700
Eaton Vance Floating-Rate ETF,EVLN,20260109,49.52,49.58,49.51,49.54,248400
Ishares MSCI Emerging Markets Value Factor ETF,EVLU,20260109,33.07,33.15,33.07,33.15,1600
Eaton Vance Mortgage Opportunities ETF,EVMO,20260109,50.57,51.0299,50.57,50.82,87700
Altshares Event-Driven ETF,EVNT,20260109,11.63,11.63,11.52,11.565,3500
Eaton Vance Ultra-Short Income ETF,EVSB,20260109,50.97,50.97,50.94,50.9499,43700
Eaton Vance Short Duration Municipal Income ETF,EVSM,20260109,50.54,50.555,50.5278,50.5499,105000
Ishares ESG Aware MSCI USA Value ETF,EVUS,20260109,32.93,33.0099,32.8499,32.97,98300
Eaton Vance Ltd Duration,EVV,20260109,9.99,9.9999,9.9569,9.97,260500
Vaneck Environmental Services ETF,EVX,20260109,39.604,39.735,39.5,39.67,11500
Australia Ishares MSCI ETF,EWA,20260109,26.2,26.275,26.0958,26.26,3456200
Canada Ishares MSCI ETF,EWC,20260109,54.44,54.83,54.43,54.63,1649900
Sweden Ishares MSCI ETF,EWD,20260109,50.55,50.78,50.33,50.78,102300
Germany Ishares MSCI ETF,EWG,20260109,43.45,43.475,43.18,43.41,1999700
Hong Kong Ishares MSCI ETF,EWH,20260109,22.26,22.345,22.2,22.32,2551400
Italy Ishares MSCI ETF,EWI,20260109,55.04,55.09,54.79,55.03,163400
Japan Ishares MSCI ETF,EWJ,20260109,84.14,84.9238,84.065,84.61,7885400
Belgium Ishares MSCI ETF,EWK,20260109,24.78,24.8381,24.73,24.73,8500
Switzerland Ishares MSCI ETF,EWL,20260109,60.31,60.605,60.26,60.58,277600
Malaysia Ishares MSCI ETF,EWM,20260109,27.52,27.63,27.4916,27.59,189600
Netherlands Ishares MSCI ETF,EWN,20260109,59.985,60.5499,59.8536,60.4,19800
Austria Ishares MSCI ETF,EWO,20260109,36,36,35.685,36,49400
Spain Ishares MSCI ETF,EWP,20260109,54.45,54.575,54.24,54.5,1107100
France Ishares MSCI ETF,EWQ,20260109,45.7,45.935,45.54,45.88,297200
Singapore Ishares MSCI ETF,EWS,20260109,28.25,28.345,28.18,28.32,633900
Taiwan Ishares MSCI ETF,EWT,20260109,65.32,66.03,65.26,65.92,3560900
UK Ishares MSCI ETF,EWU,20260109,44.69,44.825,44.65,44.79,1316000
UK Smallcap Ishares MSCI ETF,EWUS,20260109,42.69,42.86,42.69,42.7597,20600
Ultrashort MSCI Japan -2X ETF,EWV,20260109,23.44,23.44,22.93,23.08,13100
Mexico Ishares MSCI ETF,EWW,20260109,70.77,71.195,70.32,71.06,909600
S&P Emrg Mkts Smallcap SPDR,EWX,20260109,66.92,67.19,66.85,67.1177,22900
South Korea Ishares MSCI ETF,EWY,20260109,107.86,109.005,107.59,108.89,6512300
Brazil Ishares MSCI ETF,EWZ,20260109,33.17,33.375,33.06,33.06,20505900
Global Industrials Ishares ETF,EXI,20260109,182.54,183.77,176.6,183.42,31500
Exodus Movement Inc,EXOD,20260109,16.21,16.59,15.37,16.34,94000
Cambria Emerging Shareholder Yield ETF,EYLD,20260109,39.7,39.86,39.5201,39.85,49300
South Africa Ishares MSCI ETF,EZA,20260109,70.87,70.89,70.275,70.69,618300
Franklin Bitcoin ETF,EZBC,20260109,52.36,53.17,51.93,52.18,147400
Franklin Ethereum ETF,EZET,20260109,23.42,23.85,23.18,23.29,53200
Ultra MSCI Japan 2X ETF,EZJ,20260109,55.57,56.925,55.57,56.8252,5700
Wisdomtree U.S. Midcap Fund,EZM,20260109,69.55,69.7605,69.225,69.57,18300
Franklin Crypto Index ETF,EZPZ,20260109,23.71,24.3299,23.62,23.6782,11100
Eurozone Ishares MSCI ETF,EZU,20260109,65.63,65.96,65.445,65.93,1322800
FT Bloomberg Artificial Intelligence ETF,FAI,20260109,42.16,42.1784,42.16,42.1784,700
Global Wind Energy ETF FT,FAN,20260109,21.39,21.5,21.36,21.42,15100
FT Vest U.S. Buffer ETF - Apr,FAPR,20260109,44.52,44.5718,44.52,44.55,20900
Frontier Asset Absolute Return ETF,FARX,20260109,27.38,27.4354,27.38,27.4354,300
Financial Bull 3X ETF Direxion,FAS,20260109,178.9,180.58,176.48,176.48,358700
FT Vest U.S. Buffer ETF - Aug,FAUG,20260109,53.31,53.5399,53.3,53.46,33100
Abrdn Asia-Pacific Income Fund Inc,FAX,20260109,15.16,15.33,15.16,15.26,187900
Financial Bear -3X ETF Direxion,FAZ,20260109,36.06,36.45,35.62,36.42,838600
Proshares S&P 500 Dynamic Buffer ETF,FB,20260109,42.68,42.68,42.6175,42.6175,200
Fidelity Blue Chip Growth ETF,FBCG,20260109,55.25,55.6508,55.01,55.57,329800
Fidelity Blue Chip Value ETF,FBCV,20260109,36.59,36.749,36.58,36.73,120300
FT Confluence Bdc & Specialty Finance Income ETF,FBDC,20260109,19.5901,19.6296,19.5296,19.5296,5200
Fidelity Total Bond ETF,FBND,20260109,46.14,46.2198,46.08,46.18,3201000
Biotechnology Index NYSE ETF,FBT,20260109,215.14,216.179,214.35,214.68,26800
Fidelity Wise Origin Bitcoin Fund,FBTC,20260109,78.88,80.1425,78.16,78.59,4007200
Fidelity Dynamic Buffered ETF,FBUF,20260109,31.05,31.19,31.05,31.175,23000
Yieldmax Meta Option Income Strategy ETF,FBY,20260109,12.28,12.4,12.23,12.39,152200
Frontier Asset Core Bond ETF,FCBD,20260109,25.52,25.53,25.51,25.525,2000
FT S&P 500 Diversified Free Cash ETF,FCFY,20260109,28.341,28.341,28.341,28.341,100
Natural Gas ETF FT,FCG,20260109,23.28,23.48,23.07,23.1,997600
Fidelity Cloud Computing ETF,FCLD,20260109,30.24,30.53,30.18,30.45,5800
Abrdn Global Income Fund Inc,FCO,20260109,2.96,2.99,2.94,2.96,92200
Fidelity Telecommunication MSCI ETF,FCOM,20260109,73.6,74.14,73.48,73.92,56000
Fidelity Corporate Bond ETF,FCOR,20260109,48.05,48.05,47.845,47.92,51800
Fidelity Stocks For Inflation ETF,FCPI,20260109,49.88,50.0775,49.84,49.94,17300
Federated Hermes Short-Duration Corp ETF,FCSH,20260109,24.47,24.485,24.465,24.465,2200
Lunt U.S. Factor Rotation ETF FT,FCTR,20260109,37.14,37.465,37.14,37.4567,1600
Tidal Pinnacle Focused Opportunities ETF,FCUS,20260109,34.85,35.2004,34.85,35.1843,20200
Tactical Advantage ETF,FDAT,20260109,22.155,22.21,22.155,22.1728,1000
Stoxx Euro Select Dividend ETF FT,FDD,20260109,17.58,17.6168,17.52,17.6,205100
FT Vest U.S. Buffer ETF - Dec,FDEC,20260109,51.5516,51.73,51.4753,51.67,23900
Fidelity Targeted Emerging Markets Factor ETF,FDEM,20260109,32.05,32.2198,31.93,32.1,121100
Fidelity Targeted International Factor ETF,FDEV,20260109,35.36,35.59,35.325,35.35,63000
American Century Focused Dynamic Growth ETF,FDG,20260109,129.11,129.95,128.885,129.57,10800
Fidelity High Yield Factor ETF,FDHY,20260109,49.59,49.59,49.4415,49.47,60400
Fidelity Consumer Disc MSCI ETF,FDIS,20260109,105.94,107.1399,105.45,107.08,71700
Mstar Dividend Leaders ETF,FDL,20260109,45.45,45.65,45.4,45.53,573300
Fidelity Low Volatility Factor ETF,FDLO,20260109,67.54,67.962,67.54,67.78,46600
Inspire Fidelis Multi Factor ETF,FDLS,20260109,36.99,37.19,36.8,37.01,40500
DJ Select Microcap ETF FT,FDM,20260109,82.14,82.23,81.35,81.824,12400
Fidelity Momentum Factor ETF,FDMO,20260109,85.91,86.89,85.91,86.78,33000
DJ Internet Index ETF FT,FDN,20260109,268.92,270.115,266.48,268.88,225500
FT Vest Dow Jones Internet & Target Income ETF,FDND,20260109,22.46,22.46,22.4,22.4198,1400
Fidelity Dividend ETF For Rising Rates,FDRR,20260109,61.61,61.87,61.5404,61.8183,12700
Fidelity Electric Vehicles Transportation ETF,FDRV,20260109,17.23,17.39,17.23,17.39,9100
Federated Hermes U.S. Strategic Dividend ETF,FDV,20260109,29.2,29.282,29.08,29.2,124000
Fidelity High Dividend ETF,FDVV,20260109,56.98,57.295,56.955,57.18,970700
Fidelity Enhanced U.S. All-Cap Equity ETF,FEAC,20260109,29.51,29.58,29.5,29.5097,1200
FT Vest U.S. Max Buffer ETF - Feb,FEBM,20260109,30.42,30.47,30.4101,30.4649,279400
PGIM S&P 500 Buffer 12 ETF - February,FEBP,20260109,32.13,32.13,32.1198,32.1198,1800
Aim U.S. Large Cap Buffer10 Feb ETF,FEBT,20260109,38.46,38.5516,38.46,38.5516,6700
Allianzim U.S. Equity Buffer15 Uncapped Feb ETF,FEBU,20260109,28.0013,28.21,28,28.1645,1400
Aim U.S. Large Cap Buffer20 Feb ETF,FEBW,20260109,34.05,34.16,34.05,34.1039,6400
Trueshares Structured Outcome [Feb] ETF,FEBZ,20260109,38.2277,38.2277,38.2277,38.2277,100
Flexshares ESG & Climate Developed Markets Ex-US,FEDM,20260109,60.81,60.82,60.7172,60.7172,18000
Flexshares ESG & Climate Investment Grade Corpor,FEIG,20260109,41.43,41.4397,41.43,41.4397,6000
Fidelity Enhanced Large Cap Core ETF,FELC,20260109,38.56,38.8,38.49,38.71,633500
Fidelity Enhanced Large Cap Growth ETF,FELG,20260109,41.69,41.91,41.53,41.82,510300
Fidelity Enhanced Large Cap Value ETF,FELV,20260109,35.56,35.74,35.515,35.69,119100
Fidelity Enhanced Emerging Markets ETF,FEMR,20260109,34,34.215,33.904,34.13,12800
