<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Actuant Corp,EPAC,20260109,40.38,40.8499,39.7606,40.26,436900
Epam Systems Inc,EPAM,20260109,220,221.1,211.58,211.93,621300
Edgewell Personal Care,EPC,20260109,17.89,18.21,17.62,18.2,540000
Enterprise Products Partners LP,EPD,20260109,31.96,32.19,31.93,32.04,2788700
,EPpC,20260109,49.16,49.25,49.16,49.25,900
Entertainment Properties Trust,EPR,20260109,52.47,52.97,52.27,52.36,433500
Epr Pptys [Epr/Pc],EPR-C,20260109,23.18,23.47,23.18,23.34,5700
Epr Pptys [Epr/Pe],EPR-E,20260109,31.14,31.14,30.95,30.97,2100
Epr Pptys [Epr/Pg],EPR-G,20260109,20.66,20.94,20.6502,20.9,9900
,EPRpC,20260109,23.18,23.47,23.18,23.41,4367
,EPRpE,20260109,31.14,31.14,30.95,30.97,1416
,EPRpG,20260109,20.66,20.94,20.6502,20.9,8220
Essential Properties Realty Trust Inc,EPRT,20260109,29.87,30.1,29.47,29.47,2081800
Equity Bncsrs Cm A,EQBK,20260109,46.59,46.725,45.66,45.74,49400
Axa Equitable Holdings Inc,EQH,20260109,48.1,48.85,47.98,48.59,1891100
Axa Equitable Holdings Inc 5.25% Prf Perpetual U,EQH-A,20260109,20.81,20.855,20.7,20.85,48800
Equitable Holdings Inc,EQH-C,20260109,16.65,16.77,16.4801,16.75,38700
,EQHpA,20260109,20.81,20.855,20.7,20.84,38719
,EQHpC,20260109,16.65,16.77,16.4801,16.75,33777
Equinor ASA ADR,EQNR,20260109,23.7,23.9,23.49,23.5,5583400
Equity Residential,EQR,20260109,62.36,62.87,60.11,60.44,2772100
Equus Total Return,EQS,20260109,1.3,1.34,1.3,1.34,4000
Eqt Corp,EQT,20260109,52.11,52.66,50.45,51.09,11206800
Ero Copper Corp,ERO,20260109,29.42,29.745,28.52,29.27,1262300
Eversource Energy,ES,20260109,67.92,69.025,67.65,67.79,2003300
Esab Corp,ESAB,20260109,119.58,120.44,118.5,120.2,261800
Esco Technologies Inc,ESE,20260109,209.73,212.88,208.225,211.65,177000
Element Solutions Inc,ESI,20260109,27.77,28.13,27.445,28.05,2290900
Essent Group Ltd,ESNT,20260109,64.3,65.11,64.07,64.12,542600
Empire State Realty Trust Inc,ESRT,20260109,6.5,6.58,6.345,6.39,1290300
Essex Property Trust,ESS,20260109,255.31,257.26,248.57,251.02,806800
Elastic N.V.,ESTC,20260109,78.66,80.67,78.3993,78.62,1398000
Energy Transfer LP,ET,20260109,16.9,17.015,16.81,16.96,13419700
Energy Transfer L.P. Series I,ET-I,20260109,11.45,11.45,11.39,11.4,74900
Eaton Vance Tax-Managed Buy-Write,ETB,20260109,15.47,15.51,15.4306,15.45,42700
Ethan Allen Interiors Inc,ETD,20260109,24.18,24.4,23.64,24.24,316000
Eaton Vance Tax-Advantaged Global Dividend,ETG,20260109,23.41,23.51,23.24,23.48,203400
Entergy Texas Inc 5.375% Series A Preferred Stoc,ETI-,20260109,23.5,23.79,23.5,23.5,4200
,ETIp,20260109,23.5,23.79,23.5,23.5,4054
Eaton Vance Risk-Managed Diversified Equity,ETJ,20260109,8.9,8.99,8.896,8.95,289000
Eaton Corp,ETN,20260109,322.15,325.22,320.79,324.51,2690100
Eaton Vance Tax-Advantage Global Dividend Opp,ETO,20260109,29.89,30.34,29.89,30.15,45800
,ETpI,20260109,11.45,11.45,11.39,11.405,72954
Entergy Corp,ETR,20260109,92.81,94.12,92.065,93.52,2848500
Etsy Inc,ETSY,20260109,61.75,62.3,60.71,61.88,2303300
Eaton Vance Corp,ETV,20260109,14.51,14.6,14.49,14.58,204400
Eaton Vance Corp,ETW,20260109,9.28,9.31,9.28,9.29,515700
Eaton Vance Municipal Income T,ETX,20260109,18.55,18.71,18.55,18.65,8800
Eaton Vance Tax-Managed Diversified Equity,ETY,20260109,15.5,15.5493,15.39,15.51,226000
Eqv Ventures Acquisition Corp WT [Evac.Ws],EVA.W,20260109,0.35,0.35,0.3465,0.35,7000
Eqv Ventures Acquisition Corp. II Cl A,EVAC,20260109,10.03,10.04,10.01,10.02,68900
,EVAC.WS,20260109,0.35,0.35,0.3465,0.35,6610
Entravision Communications Corp,EVC,20260109,3.09,3.12,3.03,3.07,177600
Eve Holding Inc WT [Evex/W],EVE.T,20260109,0.5999,0.5999,0.525,0.525,2000
Eve Holding Inc,EVEX,20260109,4.5,4.64,4.37,4.54,975900
,EVEX.WS,20260109,0.5999,0.5999,0.525,0.525,2035
Eaton Vance Senior Income Trust,EVF,20260109,5.33,5.34,5.31,5.33,137500
Eaton Vance Short Diversified,EVG,20260109,11.03,11.039,10.97,10.98,38900
Evolent Health Inc Cl A Com,EVH,20260109,4.17,4.25,4.08,4.17,1974000
Evommune Inc,EVMN,20260109,18.5,20.76,17.5,20.13,513900
Eaton Vance Muni Income Trust,EVN,20260109,10.86,11.03,10.81,11.02,52700
Evercore Partners Inc,EVR,20260109,366.88,374.765,360.81,369.01,326300
Eaton Vance Tax Advantaged Dividend,EVT,20260109,25.54,25.8,25.54,25.73,120500
Evertec Inc,EVTC,20260109,30.25,30.63,29.81,30.17,237300
Vertical Aerospace Ltd,EVTL,20260109,6.58,6.7,6.33,6.6,1903200
Eaton Vance Total Return Bond ETF,EVTR,20260109,51.59,51.715,51.565,51.64,725900
Edwards Lifesciences Corp,EW,20260109,85.28,86.05,84.72,85.13,3383800
Eaton Vance Tax-Managed Global Diversified Equit,EXG,20260109,9.67,9.73,9.67,9.73,367800
Endeavour Silver Corp,EXK,20260109,10.05,10.8899,9.94,10.62,18294900
Eagle Materials Inc,EXP,20260109,223.55,236.12,223.5,235.66,654300
Expeditors Intl,EXPD,20260109,159.48,160.19,157.11,158.89,1394800
Extra Space Storage Inc,EXR,20260109,136.41,139.815,136.41,139.2,1307800
Ford Motor Company,F,20260109,14.35,14.41,14.085,14.2,68436100
Ford Motor Company Del [F/Pb],F-B,20260109,21.6,21.6899,21.57,21.67,38800
Ford Motor Company 6% Notes [F/Pc],F-C,20260109,21.24,21.35,21.16,21.25,58500
Ford Motor Company 6.500% Notes,F-D,20260109,22.73,22.87,22.73,22.84,34900
First American Corp,FAF,20260109,60.68,62.29,60.1,61.49,907000
Fortune Brands Innovations Inc,FBIN,20260109,55.88,58.39,54.88,58.14,3008000
Fb Financial Corp,FBK,20260109,59.2,59.44,57.8,58.08,161900
First Bancorp,FBP,20260109,21.7,21.87,21.255,21.45,1457900
Franklin Bsp Realty Trust [Fbrt/Pe],FBR-E,20260109,21.41,21.75,21.34,21.6001,22300
Franklin Bsp Realty Trust Inc,FBRT,20260109,9.9,9.98,9.86,9.91,716900
,FBRTpE,20260109,21.41,21.75,21.34,21.6001,20246
Franklin Covey Company,FC,20260109,17.88,19.2401,17.52,18.96,159600
First Commonwealth Financial Corp,FCF,20260109,17.52,17.64,17.24,17.26,611400
Fti Consulting,FCN,20260109,175.36,177.005,174.96,176.55,196500
Four Corners Property Trust IN,FCPT,20260109,23.93,24.18,23.87,23.96,1431700
Futurecrest Acquisition Corp [Fcrs.U],FCR.U,20260109,10.25,10.2843,10.25,10.27,22800
Futurecrest Acquisition Corp Unit [Fcrs.U],FCR.W,20260109,0.725,0.74,0.715,0.715,2600
Futurecrest Acquisition Corp Cl A,FCRS.OB,20260109,10.105,10.1229,10.105,10.11,90400
,FCRS.U,20260109,10.25,10.2843,10.25,10.27,22456
First Eagle Alternative Capital Bdc,FCRX,20260109,25.0452,25.0452,25,25,1600
Senior Floating Rate II,FCT,20260109,10.01,10.01,9.98,10.01,45400
Freeport-Mcmoran Inc,FCX,20260109,55.45,56.71,54.57,56.53,19272700
Fresh Del Monte Produce,FDP,20260109,35.6,36.04,35.4401,36.01,171600
Factset Research Systems Inc,FDS,20260109,296.46,297.3588,290.22,294.45,459600
Fedex Corp,FDX,20260109,314.02,318.83,309.005,312.36,2242100
Firstenergy Corp,FE,20260109,44.92,45.2,44.525,44.65,4114100
First Eagle Global Equity ETF,FEGE,20260109,47.57,47.955,47.54,47.93,265100
Phoenix New Media Ltd ADR,FENG,20260109,1.86,1.93,1.85,1.85,1300
First Eagle Overseas Equity ETF,FEOE,20260109,49.74,50.425,49.7,50.11,152300
Ferguson Enterprises Inc,FERG,20260109,232.66,239.595,231.8,238.86,1695400
Forum Energy Technologies Inc,FET,20260109,39.44,39.82,38.8,39.49,73700
Futurefuel Corp,FF,20260109,3.29,3.335,3.25,3.32,209700
FT Enhanced Equity Income Fund,FFA,20260109,22.1,22.21,22.0301,22.11,22500
Flaherty Crumrine/Claymore Preferred Securities,FFC,20260109,16.55,16.58,16.5,16.54,62600
First Foundation,FFWM,20260109,6.35,6.41,6.195,6.24,309900
F&G Annuities & Life Inc,FG,20260109,28.39,29,27.72,28.75,1231200
F&G Annuities & Life Inc 7.950%,FGN,20260109,25.67,25.67,25.53,25.62,18300
F&G Annuities & Life Inc 7.300%,FGSN,20260109,22.37,22.38,22.18,22.29,61800
Federated Investors,FHI,20260109,52.65,53.355,52.615,52.88,590400
First Horizon Corp,FHN,20260109,24.75,24.9075,24.375,24.47,4679800
First Horizon National Corp [Fhn/Pc],FHN-C,20260109,25.49,25.49,25.49,25.49,100
First Horizon National Corp [Fhn/Pe],FHN-E,20260109,24.4,24.48,24.28,24.34,5300
First Horizon Corp,FHN-F,20260109,17.81,17.83,17.76,17.77,10700
,FHNpC,20260109,25.49,25.49,25.49,25.49,100
,FHNpE,20260109,24.4,24.48,24.28,24.34,4106
,FHNpF,20260109,17.81,17.83,17.76,17.77,8211
Fair Isaac and Company,FICO,20260109,1600.27,1671.55,1597.5,1665.53,251600
Figma Inc Cl A,FIG,20260109,37.19,38.05,35.97,37.33,4021600
Figs Inc Cl A,FIGS,20260109,11.86,12.48,11.75,11.79,1781300
Fidelis Insurance Holdings Limited,FIHL,20260109,19.2,19.31,19.01,19.02,324100
Angel Oak Financial Strategies Income Term Trust,FINS,20260109,13.19,13.3,13.16,13.184,28600
Finvolution Group ADR,FINV,20260109,5.16,5.245,4.95,5.01,1556100
Fidelity National Information Services,FIS,20260109,67.84,68.215,66.4,66.84,3015300
Comfort Systems USA,FIX,20260109,977.97,1022.11,977.672,1010.41,363100
Tcw Core Plus Bond ETF,FIXT,20260109,38.35,38.3896,38.305,38.3687,88500
Flaherty & Crumrine/Claymore Total Return,FLC,20260109,17.53,17.55,17.4201,17.51,6700
Flagstar Financial Inc,FLG,20260109,13.26,13.55,12.985,13.04,6177700
Flagstar Financial Inc Pfd A,FLG-A,20260109,22.4,22.55,22.37,22.5,40000
Flagstar Financial Inc Pfd U,FLG-U,20260109,40.4,40.51,40.31,40.31,17000
,FLGpA,20260109,22.4,22.55,22.37,22.5,31036
,FLGpU,20260109,40.4,40.51,40.4,40.49,16196
Flex Lng Ltd,FLNG,20260109,25.67,25.84,25.43,25.81,240000
Flowers Foods,FLO,20260109,10.6,10.76,10.47,10.72,3455500
Flowco Holdings Inc Cl A,FLOC,20260109,19.4,19.8474,19.175,19.33,131300
Fluor Corp,FLR,20260109,44.58,45.5,44.15,44.29,2737500
Flowserve Corp,FLS,20260109,72.12,73.64,71.6141,73.47,1435500
Flutter Entertainment Plc,FLUT,20260109,223.95,223.95,213.03,215.3,1332700
Tcw Flexible Income ETF,FLXR,20260109,39.66,39.74,39.66,39.7,587600
FMC Corp,FMC,20260109,15.08,15.315,14.885,15.2,4014700
Federated Premier Muni,FMN,20260109,11.15,11.17,11.15,11.17,3700
Fresenius Medical Care Ag ADR,FMS,20260109,23.19,23.28,22.96,23.06,362900
Fomento Economico Mexicano S.A.B. DE C.V. ADR,FMX,20260109,103.19,103.375,100.74,101.98,421500
First Trust/Fidac Mortgage Income Fund,FMY,20260109,12.16,12.34,12,12.26,11300
Fabrinet,FN,20260109,440.23,449.99,435.9959,447.23,583600
F.N.B. Corp,FNB,20260109,17.69,17.795,17.525,17.56,4927600
Floor & Decor Holdings Inc,FND,20260109,68.97,72.98,68.12,72.74,4980700
Fidelity National Financial,FNF,20260109,55.3,56.38,54.9,54.95,1478100
Franco Nev Corp,FNV,20260109,227.51,236.73,226.49,228.77,1332900
Finance of America Companies Inc Cl A,FOA,20260109,22.93,24.89,22.65,24.43,187900
Cohen & Steers Closed-End Opportunity Fund,FOF,20260109,13.37,13.4699,13.35,13.43,88200
Forestar Group Inc,FOR,20260109,26.14,27.49,25.94,27.41,141900
Shift4 Payments Inc,FOU-A,20260109,83.98,83.98,80.82,83.8,93800
Shift4 Payments Inc,FOUR,20260109,66.87,67.19,63.6,66.88,2199400
,FOURpA,20260109,83.98,83.98,80.82,83.8,22653
,FpB,20260109,21.6026,21.6899,21.57,21.59,36004
,FpC,20260109,21.19,21.35,21.16,21.2281,53379
,FpD,20260109,22.73,22.87,22.73,22.84,30387
FT Intermediate Durat,FPF,20260109,18.61,18.7599,18.57,18.67,77700
Five Point Holdings Llc Cl A,FPH,20260109,5.8,5.97,5.78,5.9,128900
Farmland Partners Inc,FPI,20260109,10.14,10.2,10.07,10.11,246500
First Industrial Realty Trust,FR,20260109,58.69,59.33,58.69,59.21,677900
Blackrock Floating Rate Income Fund,FRA,20260109,12,12,11.92,11.97,114500
Forge Global Hldgs Inc,FRGE,20260109,44.73,44.74,44.6,44.65,118600
Frontline Plc,FRO,20260109,24.46,25.28,24.1411,24.98,5695100
Federal Realty Investment Trust,FRT,20260109,102.53,103.265,101.59,101.64,683700
Federal Realty Invt TR [Frt/Pc],FRT-C,20260109,20.1399,20.1399,19.96,20.01,11500
,FRTpC,20260109,20.1399,20.1399,19.96,20,10022
FS Credit Opportunities Corp,FSCO,20260109,6.45,6.47,6.38,6.42,933700
FS KKR Capital Corp,FSK,20260109,14.77,14.81,14.57,14.57,1605400
Fortuna Mines,FSM,20260109,10.07,10.355,9.985,10.26,6619500
Federal Signal Corp,FSS,20260109,116.32,117,115.325,116.57,261100
FS Specialty Lending Fund,FSSL,20260109,13.8,13.88,13.75,13.83,362800
Franklin Universal Trust,FT,20260109,7.99,8.05,7.97,8.04,47800
FT High Yield Opportunities 2027 Term F,FTHY,20260109,14.07,14.15,14.06,14.15,65700
Technipfmc Plc,FTI,20260109,49.68,50.44,49.52,50.07,3057100
Flotek Industries,FTK,20260109,18.22,18.45,17.8,17.81,271700
Fortis Inc,FTS,20260109,51.8,51.949,51.42,51.46,660800
Fortive Corp,FTV,20260109,55.24,55.65,54.27,55,2916800
Eqv Ventures Acquisition Corp Cl A,FTW,20260109,10.54,10.54,10.52,10.52,25800
Strive Faang 2.0 ETF,FTWO,20260109,43.25,43.25,42.9,43,16200
Fubo TV,FUBO,20260109,2.52,2.57,2.45,2.56,12445500
H. B. Fuller Company,FUL,20260109,63.42,65.53,63.0558,65.48,435800
Cedar Fair LP,FUN,20260109,15.48,15.95,15.055,15.94,2483300
Frontview REIT Inc,FVR,20260109,15.81,15.945,15.62,15.62,170000
Fiverr International Ltd,FVRR,20260109,18.37,18.5788,17.76,18.14,1239800
Sound Enhanced Fixed Income ETF,FXED,20260109,18.07,18.07,17.95,17.97,4300
Genpact Ltd,G,20260109,47.92,48.42,47.59,48.24,1266100
Gabelli Equity Trust,GAB,20260109,6.16,6.2,6.15,6.19,549600
Gabelli Equity Trust Inc [Gab/Pg],GAB-G,20260109,20.85,20.92,20.85,20.91,4800
Gabelli Equity Trust Inc [Gab/Ph],GAB-H,20260109,20.86,20.98,20.86,20.98,3400
Gabelli Equity Trust Inc 5% Prf Perpetual USD 25,GAB-K,20260109,20.88,21.15,20.88,20.95,7600
,GABpG,20260109,20.85,20.92,20.85,20.91,4551
,GABpH,20260109,20.86,20.98,20.86,20.98,2636
,GABpK,20260109,20.88,21.15,20.88,20.95,6768
General American Investors,GAM,20260109,60.35,61.26,59.95,60.35,24200
General Amern Invs Inc [Gam/Pb],GAM-B,20260109,25.07,25.14,25.06,25.13,6500
,GAMpB,20260109,25.07,25.14,25.06,25.13,5201
Gap Inc,GAP,20260109,28.63,29.1,27.79,28.32,12049200
GATX Corp,GATX,20260109,177.75,179.6995,174.62,175.88,179800
Guggenheim Taxable Muni Bond Inv Grd Debt Trst,GBAB,20260109,14.93,15.04,14.9288,15.03,71700
Glacier Bancorp Inc,GBCI,20260109,47.57,47.885,46.84,47.19,1167800
Global Business Travel Group Inc,GBTG,20260109,8.22,8.26,8.05,8.15,1204900
Greenbrier Companies,GBX,20260109,52.9,52.95,47.18,47.86,1687700
Genesco Inc,GCO,20260109,28.9,30.63,28.3,29.99,397700
Gct Semiconductor Holding Inc WT [Gcts/W],GCT.W,20260109,0.085,0.12,0.085,0.1099,14800
Gct Semiconductor Holding Inc,GCTS,20260109,1.12,1.19,1.11,1.18,281200
,GCTS.WS,20260109,0.085,0.12,0.085,0.1099,14054
Gabelli Convertible and Income Securities,GCV,20260109,4.33,4.33,4.2898,4.3,30900
General Dynamics Corp,GD,20260109,352.94,356.75,351.65,353.89,2019700
Godaddy Inc,GDDY,20260109,115.11,115.64,113.22,113.54,1031000
Harbor Dividend Growth Leaders ETF,GDIV,20260109,17.05,17.1,17.05,17.0798,23600
The Gdl Fund,GDL,20260109,8.39,8.44,8.39,8.44,5800
Western Asset Global Corporate Opportunity Fund,GDO,20260109,11.61,11.71,11.61,11.62,22600
Green Dot Corp,GDOT,20260109,12.75,12.795,12.53,12.54,498100
Gabelli Dividend,GDV,20260109,28.27,28.54,28.192,28.48,122100
Gabelli Dividend & Income Trust [Gdv/Ph],GDV-H,20260109,22.72,22.75,22.67,22.73,10100
Gabelli Dividend & Income Trust,GDV-K,20260109,18.29,18.3899,18.21,18.3899,6700
,GDVpH,20260109,22.72,22.75,22.67,22.73,9844
,GDVpK,20260109,18.29,18.3899,18.21,18.3899,6011
GE Aerospace,GE,20260109,317.11,322.3,315.19,321.59,3508000
Greif Bros Corp,GEF,20260109,71.29,72.115,70.9099,72.05,124800
Greif Bros Corp Cl B,GEF.B,20260109,80,81.65,80,81.65,22500
Genesis Energy LP,GEL,20260109,15.52,15.96,15.46,15.9,492000
Genius Sports Ltd,GENI,20260109,11.02,11.23,10.41,10.7,7332800
Geo Group Inc,GEO,20260109,16.89,17.73,16.845,17.5,2075200
Guess Inc,GES,20260109,16.8,16.8,16.77,16.78,304100
Getty Images Holdings Inc Cl A,GETY,20260109,1.3,1.32,1.28,1.3,1121200
GE Vernova Inc,GEV,20260109,632.32,632.32,621.11,622.5,3105700
New Germany Fund,GF,20260109,12.03,12.03,11.88,11.97,12200
Griffon Corp,GFF,20260109,78.53,81.41,78.135,81.15,229000
Gold Fields Ltd ADR,GFI,20260109,45.68,46.505,45.08,45.69,2108700
Gfl Environmental Inc,GFL,20260109,42.3,42.6,42.14,42.5,1244300
Greenfire Resources Ltd,GFR,20260109,4.58,4.74,4.47,4.74,201400
Gerdau S.A. ADR,GGB,20260109,3.94,4,3.9287,3.95,14291500
Graco Inc,GGG,20260109,85.78,86.3162,85.32,85.95,755400
Gabelli Global Multi-Media Trust,GGT,20260109,4.21,4.2399,4.18,4.18,420400
Gabelli Multimedia Trust Inc [Ggt/Pe],GGT-E,20260109,21.4,21.4,21.37,21.37,1100
Gabelli Multimedia Trust Inc 5.125% Prf Perpetua,GGT-G,20260109,21.44,21.44,21.44,21.44,500
,GGTpE,20260109,21.4,21.4,21.37,21.37,1141
,GGTpG,20260109,21.44,21.44,21.44,21.44,300
Gabelli Global Small and Mid CA,GGZ,20260109,15.22,15.31,15.08,15.3,16100
Graham Holdings Company,GHC,20260109,1131.47,1149.395,1131.47,1145.98,12300
Greentree Hospitality Group Ltd ADR,GHG,20260109,1.72,1.72,1.6301,1.69,34200
Greystone Housing Impact Investors LP,GHI,20260109,7.27,7.75,7.27,7.67,124200
Graham Corp,GHM,20260109,69.45,71.2699,68.74,70.95,88200
Gim Global High Yield Fund,GHY,20260109,12.49,12.55,12.49,12.54,111500
CGI Group,GIB,20260109,94.78,95.2,93.44,93.82,306800
Global Industrial Co.,GIC,20260109,31.06,31.135,30.58,30.85,69000
Gildan Activewear,GIL,20260109,64.01,64.57,63.195,63.45,862200
General Mills,GIS,20260109,43.4,44.68,43.38,44.6,8690800
Strats Sm Trust For United States Cellular Corp,GJH,20260109,9.7,9.7,9.7,9.7,100
Strats Sm Trust For Wal-Mart Stores Inc Securiti,GJO,20260109,24.67,24.67,24.67,24.67,500
Strats Sm Trust For The Procter & Gamble Co. Sec,GJR,20260109,24.74,24.7401,24.74,24.7401,200
Strats Sm Trust For Goldman Sachs Group Securiti,GJS,20260109,23.4409,23.47,23.4409,23.47,300
Glaukos Corp,GKOS,20260109,113.9,114.77,110.71,112.92,575900
Globe Life Inc,GL,20260109,142.02,142.97,141.805,141.95,334100
Globe Life Inc 4.25% Junior Debt,GL-D,20260109,16.83,17.2,16.65,17.2,61400
Gaslog Partners LP [Glop/Pa],GLO-A,20260109,25.9,25.9,25.82,25.89,2900
Gaslog Partners LP [Glop/Pb],GLO-B,20260109,25.791,25.7936,25.791,25.7936,400
Gaslog Partners LP [Glop/Pc],GLO-C,20260109,25.54,25.54,25.4,25.4,700
Globant S.A.,GLOB,20260109,69.33,70.07,67.45,68.39,526900
,GLOPpA,20260109,25.9,25.9,25.82,25.89,2726
,GLOPpB,20260109,25.791,25.7936,25.791,25.7936,292
,GLOPpC,20260109,25.54,25.54,25.4,25.4,660
Global Partners LP,GLP,20260109,42.1,42.6532,41.68,42.64,33900
Global Partners L.P.,GLP-B,20260109,25.79,25.86,25.77,25.8059,14800
,GLpD,20260109,16.83,17.2,16.65,17.2,49041
,GLPpB,20260109,25.79,25.86,25.77,25.8059,14231
Corning Inc,GLW,20260109,85.33,86.645,85.02,85.23,6113200
General Motors Company,GM,20260109,83.51,84.41,81,82.87,12142800
Gamestop Corp,GME,20260109,21.28,21.729,21.0512,21.23,5034800
Gamestop Corp WT,GME.W,20260109,3.35,3.36,3.2,3.3,610800
,GME.WS,20260109,3.3302,3.37,3.2,3.3,575668
Globus Medical Inc,GMED,20260109,95.77,96.06,91.52,94.47,2247600
Global Med REIT Inc [Gmre/Pa],GMR-A,20260109,24.28,24.55,24.28,24.53,3100
Global Medical REIT Inc,GMR-B,20260109,25.12,25.3,25.12,25.3,5000
Global Medical REIT Inc,GMRE,20260109,34.77,35.54,34.72,35.28,106100
,GMREpA,20260109,24.28,24.55,24.28,24.4468,2116
Genie Energy Ltd Cl B,GNE,20260109,14.29,14.355,14.19,14.25,80100
Genco Shipping & Trading Ltd,GNK,20260109,19.6,19.625,18.67,18.8,309300
Global Net Lease Inc,GNL,20260109,8.87,9.03,8.87,8.95,2285200
Global Net Lease Inc [Gnl/Pa],GNL-A,20260109,23.03,23.1451,22.8415,23.0237,5800
Global Net Lease Inc 6.875% Prf Perpetual USD 25,GNL-B,20260109,22.5,22.505,22.32,22.505,1500
Global Net Lease Inc 7.50% Sr D,GNL-D,20260109,24.52,24.65,24.37,24.65,4100
Global Net Lease Inc 7.375% Sr E,GNL-E,20260109,23.34,23.9422,23.34,23.45,3300
,GNLpA,20260109,23.03,23.1451,22.8415,23.0237,5172
,GNLpB,20260109,22.5,22.505,22.32,22.505,1282
,GNLpD,20260109,24.52,24.65,24.37,24.65,3539
,GNLpE,20260109,23.34,23.9422,23.34,23.58,3082
Generac Holdings Inc,GNRC,20260109,151.32,153.3,148.44,152.78,1015000
Gabelli Natural Resources Gold,GNT,20260109,7.74,7.86,7.735,7.84,112100
Gamco Nat Res Gold & Income TR [Gnt/Pa],GNT-A,20260109,21.31,21.31,21.31,21.31,500
,GNTpA,20260109,21.31,21.31,21.31,21.31,100
Genworth Financial Inc,GNW,20260109,9,9.1154,8.9501,9,5566700
Claymore/Guggenheim Strategic Fund,GOF,20260109,12.74,12.9,12.675,12.9,1100400
Barrick Mining Corp,GOLD,20260109,38.21,39.48,38.16,39,569100
Acushnet Holdings Corp,GOLF,20260109,86.65,88.3499,85.525,87.27,468800
Canada Goose Holdings Inc,GOOS,20260109,13.47,13.73,13.15,13.19,677900
Gaotu Techedu Inc ADR,GOTU,20260109,2.55,2.57,2.43,2.43,537700
Genuine Parts Company,GPC,20260109,127.47,128.5,125.95,128.34,1518500
Group 1 Automotive,GPI,20260109,400.76,405.03,396.3,402.65,145200
Georgia Power Company Series 2017A 5.00% Jr,GPJA,20260109,22.75,22.92,22.72,22.81,12000
Graphic Packaging Holding Company,GPK,20260109,16,16.105,15.57,15.97,4730400
Granite Point Mortgage Trust 7.00% Sr A,GPM-A,20260109,20,20.2,20,20,5800
Granite Point Mortgage Trust Inc,GPMT,20260109,2.3,2.33,2.25,2.25,166300
,GPMTpA,20260109,20,20.2,20,20,5083
Global Payments Inc,GPN,20260109,78.81,79.89,78.1201,79.52,2533400
Gulfport Energy Corp,GPOR,20260109,179.22,182.055,173.43,174.05,277800
Geopark Hlds Lmtd,GPRK,20260109,7.25,7.25,7.11,7.15,466900
Green Brick Partners Inc [Grbk.A],GRB-A,20260109,23.49,23.75,23.2501,23.5,6800
Green Brick Partners,GRBK,20260109,68.17,72.6,68.17,72.05,362100
,GRBKpA,20260109,23.4917,23.75,23.2501,23.36,5514
Gorman-Rupp Company,GRC,20260109,50.96,51.23,50.2412,50.66,62500
Guardian Pharmacy Services Inc Cl A,GRDN,20260109,30.9,31.21,30.18,30.32,350800
Garmin Ltd,GRMN,20260109,214.19,214.32,210.875,212.25,626000
Grindr Inc,GRND,20260109,13.22,13.34,13.08,13.22,1653500
